Year	Sector	Reporting Legal Name	Facility Name	CO2 (tonnes CO2 eq)	CH4 (tonnes CO2 eq)	N2O (tonnes CO2 eq)	HFC (tonnes CO2 eq)	PFC (tonnes CO2 eq)	SF6 (tonnes CO2 eq)	Total (tonnes CO2 eq)
2006	Coal Mining	TransAlta Utilties Corporation	Highvale Coal Mine	71920	146908	633	0	0	0	219460
2006	Coal Mining	Coal Valley Resources Inc.	Coal Valley Mine	115256	96	808	0	0	0	116159
2006	Conventional Oil and Gas Extraction	Nexen Inc.	Balzac Gas Processing Plant	211023	34349	1782	0	0	0	247154
2006	Conventional Oil and Gas Extraction	Imperial Oil Resources	Bonnie Glen Gas Plant	313386	33375	4053	0	0	0	350814
2006	Conventional Oil and Gas Extraction	Petro-Canada Oil & Gas	Brazeau Gas Plant	128476	13820	5812	0	0	0	148108
2006	Conventional Oil and Gas Extraction	Keyera Energy	Brazeau GP	88754	7408	3695	0	0	0	99857
2006	Conventional Oil and Gas Extraction	Encana Corporation	Caribou North Compressor Station	79161	25602	507	0	0	0	105270
2006	Conventional Oil and Gas Extraction	Bonavista Petroleum Ltd.	Carstairs - Crossfield Gas Plant	98523	3077	572	0	0	0	102172
2006	Conventional Oil and Gas Extraction	Inter Pipeline Extraction Ltd.	Cochrane Extraction Plant	323773	7319	3111	0	0	0	334203
2006	Conventional Oil and Gas Extraction	PrimeWest Energy Inc.	East Crossfield Gas Plant 9-14-28-01W4	147186	6917	533	0	0	0	154637
2006	Conventional Oil and Gas Extraction	Talisman Energy Inc.	Edson Gas Plant	224404	13098	3454	0	0	0	240956
2006	Conventional Oil and Gas Extraction	ConocoPhillips Canada	Elmworth Gas Plant	164363	12331	1469	0	0	0	178163
2006	Conventional Oil and Gas Extraction	Duke Energy Empress LP	Empress Straddle Plant System	367230	4105	2235	0	0	0	373570
2006	Conventional Oil and Gas Extraction	Petro-Canada Oil & Gas	Hanlan Robb Gas Plant	455351	18725	992	0	0	0	475068
2006	Conventional Oil and Gas Extraction	Taylor Processing Inc.	Harmattan Gas Processing Plant	237329	17394	1061	0	0	0	255784
2006	Conventional Oil and Gas Extraction	Canadian Natural Resources Limited	Hays Gas Plant	38572	15248	4500	0	0	0	58320
2006	Conventional Oil and Gas Extraction	Pengrowth Corporation	Judy Creek Gas Conservation Plant (JCGCP)	124342	29212	6064	0	0	0	159619
2006	Conventional Oil and Gas Extraction	Pengrowth Corporation	Judy Creek Production Complex	78077	13902	5567	0	0	0	97545
2006	Conventional Oil and Gas Extraction	Canadian Natural Resources Limited	Karr Gas Plant/Gathering System	69639	9551	1889	0	0	0	81079
2006	Conventional Oil and Gas Extraction	SemCams	KA 1-12 GP	198247	13572	2768	0	0	0	214587
2006	Conventional Oil and Gas Extraction	SemCams	K3 1-15 GP	373716	7942	1609	0	0	0	383268
2006	Conventional Oil and Gas Extraction	Duke Energy Field Services Canada	Nevis Gas Plant	104583	8230	259	0	0	0	113072
2006	Conventional Oil and Gas Extraction	Imperial Oil Resources	Quirk Creek Gas Plant	131342	12593	915	0	0	0	144850
2006	Conventional Oil and Gas Extraction	Husky Energy	Ram River	864765	7295	2089	0	0	0	874149
2006	Conventional Oil and Gas Extraction	Keyera Energy	Rimbey Gas Plant	255670	9165	3406	0	0	0	268241
2006	Conventional Oil and Gas Extraction	Shell Canada Limited	Shell Burnt Timber Gas Plant	185245	54000	894	0	0	0	240139
2006	Conventional Oil and Gas Extraction	Shell Canada Limited	Shell Caroline Complex	558082	84825	3874	0	0	0	646781
2006	Conventional Oil and Gas Extraction	Shell Canada Limited	Shell Jumping Pound Gas Plant	251177	92375	2086	0	0	0	345638
2006	Conventional Oil and Gas Extraction	Keyera Energy	Strachan GP	238088	6291	2214	0	0	0	246593
2006	Conventional Oil and Gas Extraction	Devon Canada Corporation	Wapiti Gas Plant	122994	14056	1353	0	0	0	138402
2006	Conventional Oil and Gas Extraction	Shell Canada Limited	Waterton Complex	509518	101925	5662	0	0	0	617105
2006	Conventional Oil and Gas Extraction	SemCams	Windfall 8-17 GP	161303	14411	3335	0	0	0	179049
2006	Conventional Oil and Gas Extraction	Petro-Canada Oil & Gas	Wildcat Hills Gas Plant	134498	4659	1421	0	0	0	140578
2006	Conventional Oil and Gas Extraction	Apache Canada Ltd.	"Zama Gas Plant: 1, 2, 3"	86400	34426	1492	0	0	0	122317
2006	Conventional Oil and Gas Extraction	BP Canada Energy Company	Marten Hills Gas Plant	62432	26863	6472	0	0	0	95767
2006	Conventional Oil and Gas Extraction	Pengrowth Corporation	Olds Gas Plant	137560	3244	1970	0	0	0	142774
2006	Electric Power Generation	Alberta Power (2000) Ltd.	Battle River Generating Station	5258290	1284	22077	0	0	0	5281651
2006	Electric Power Generation	Calgary Energy Centre	Calgary Energy Center	362717	661	2779	0	0	0	366156
2006	Electric Power Generation	TransCanada Energy Ltd.	"Carseland Power Plant, Alberta"	328513	1215	3957	0	0	0	333685
2006	Electric Power Generation	Encana Corporation	Cavalier Power Plant	184899	408	1362	0	0	0	186668
2006	Electric Power Generation	City of Medicine Hat	"CITY OF MEDICINE HAT, ELECTRIC UTILITY - GENERATION"	270002	525	2175	0	0	0	272702
2006	Electric Power Generation	TransAlta Cogeneration LP	Fort Saskatchewan Generating Plant	240085	464	1926	0	0	0	242474
2006	Electric Power Generation	EPCOR Power Generation Services Inc.	Genesee Thermal Generating Station	9660927	1953	77619	0	0	0	9740499
2006	Electric Power Generation	Milner Power Limited Partnership by its GP Milner Power Inc.	H.R. Milner Generating Station	943207	331	5001	0	0	0	948538
2006	Electric Power Generation	TransAlta Utilities Corporation	Keephills Generating Plant	6265128	1734	41244	0	0	0	6308106
2006	Electric Power Generation	ATCO Power Alberta Ltd.	Rainbow Lake Cogeneration Power Plant (Units 4-5)	259532	507	2109	0	0	0	262148
2006	Electric Power Generation	Alberta Power (2000) Ltd.	Rainbow Lake Generating Station (Units 1-3)	32601	64	265	0	0	0	32930
2006	Electric Power Generation	TransCanada Energy Ltd.	"Redwater Cogeneration Facility, Alberta"	178444	9945	1985	0	0	0	190374
2006	Electric Power Generation	Alberta Power (2000) Ltd.	Sheerness Generating Station	5863882	1529	26232	0	0	0	5891643
2006	Electric Power Generation	TransAlta Utilities Corporation	Sundance Generating Plant	15904607	4527	107347	0	0	0	16016481
2006	Electric Power Generation	TransAlta Utilties Corporation	Wabamun Generating Plant	2290661	686	16348	0	0	0	2307695
2006	Electric Power Generation	ATCO Power Alberta Ltd.	Poplar Hill Generating Station	17796	35	145	0	0	0	17975
2006	Electric Power Generation	Alberta Power (2000) Ltd.	Sturgeon Generating Station (Units 1& 2)	1425	3	12	0	0	0	1439
2006	Electric Power Generation	ATCO Power Alberta Ltd.	Valleyview Generating Station	4506	9	37	0	0	0	4552
2006	Electric Power Generation	Nexen Inc.	Balzac Power Station	105155	985	772	0	0	0	106912
2006	Fertilizer Manufacturing	Agrium Inc.	Agrium Redwater Fertilizer Operation	1096205	10275	12817	0	0	0	1119296
2006	Fertilizer Manufacturing	Canadian Fertilizers Limited	Canadian Fertilizers Limited	1653542	415	4735	0	0	0	1658692
2006	Fertilizer Manufacturing	Agrium Inc	Carseland Nitrogen Operations	542197	9180	1914	0	0	0	553291
2006	Fertilizer Manufacturing	Orica Canada Inc	Carseland Works	480	0	701194	0	0	0	701674
2006	Fertilizer Manufacturing	Agrium Inc.	Fort Saskatchewan Nitrogen Operation	505053	1298	1517	0	0	0	507867
2006	Natural Gas Distribution	ATCO Gas and Pipelines Ltd	ATCO Gas - Distribution Systems and Carbon Plant	25700	266039	1435	0	0	0	293173
2006	Non-Metallic Mineral Product Manufacturing	Graymont Western Canada Inc.	Exshaw	173461	26	218	0	0	0	173704
2006	Non-Metallic Mineral Product Manufacturing	Lafarge Canada Inc	Exshaw Cement Plant	1223588	3	24	0	0	0	1223615
2006	Non-Metallic Mineral Product Manufacturing	Lehigh Inland Cement Limited	Lehigh Inland Cement	931800	0	0	0	0	0	931800
2006	Oil Sands In Situ Extraction	FCCL Oil Sands Partnership	Christina Lake SAGD Bitumen Battery	112940	447	173	0	0	0	113560
2006	Oil Sands In Situ Extraction	Imperial Oil Resources	Cold Lake	4594334	13588	13380	0	0	0	4621301
2006	Oil Sands In Situ Extraction	FCCL Oil Sands Partnership	Foster Creek Cogeneration Facility	503304	780	5480	0	0	0	509564
2006	Oil Sands In Situ Extraction	FCCL Oil Sands Partnership	Foster Creek SAGD Bitumen Battery	416487	578	694	0	0	0	417759
2006	Oil Sands In Situ Extraction	Japan Canada Oil Sands Limited	Hangingstone SAGD Demonstration Facility	237708	1377	573	0	0	0	239659
2006	Oil Sands In Situ Extraction	TransCanada Energy Ltd.	"Mackay River Power Plant, Alberta"	719247	1425	9046	0	0	0	729718
2006	Oil Sands In Situ Extraction	Petro-Canada	"MacKay River, In-Situ Oil Sands Plant"	126851	545	683	0	0	0	128079
2006	Oil Sands In Situ Extraction	Shell Canada Limited	Peace River Complex	327985	45825	5364	0	0	0	379174
2006	Oil Sands In Situ Extraction	Canadian Natural Resources Limited	Wolf Lake/Primrose Thermal Operation	2357228	120408	15618	0	0	0	2493254
2006	Oil Sands Mining and Upgrading	Syncrude Canada Ltd.	Mildred Lake and Aurora North Plant Sites	11048159	603609	129490	0	0	0	11781258
2006	Oil Sands Mining and Upgrading	ATCO Power Canada Ltd.	Muskeg River Cogeneration Power Plant	1088184	1608	6252	0	0	0	1096043
2006	Oil Sands Mining and Upgrading	Albian Sands Energy Inc.	Muskeg River Mine	254039	20836	1893	0	0	0	276768
2006	Oil Sands Mining and Upgrading	Shell Canada Limited	Scotford Upgrader and Upgrader Cogeneration	1764366	450	10132	0	0	0	1774948
2006	Oil Sands Mining and Upgrading	Suncor Energy Inc.  Oil Sands	Suncor Energy Inc.  Oil Sands	8641227	473651	89348	0	0	0	9204226
2006	Petroleum and Coal Products Manufacturing	Petro-Canada	Edmonton Refinery	1818009	79639	112799	0	0	0	2010447
2006	Petroleum and Coal Products Manufacturing	Shell Canada Products	Shell Scotford Refinery	1102962	325	2682	0	0	0	1105969
2006	Petroleum and Coal Products Manufacturing	Imperial Oil Limited	Strathcona Refinery	1364471	2189	8562	0	0	0	1375222
2006	Pipeline Transportation	Foothills Pipe Lines Ltd.	"Foothills Pipeline System, Alberta"	268426	8096	3513	0	0	0	280036
2006	Pipeline Transportation	Alliance Pipeline Ltd.	Alberta Pipeline System	536374	66558	3716	0	0	0	606648
2006	Pipeline Transportation	ATCO Gas and Pipelines Ltd.	ATCO Pipelines	100548	169555	4770	0	0	0	274873
2006	Pipeline Transportation	Nova Gas Transmission Ltd.	"TransCanada Pipeline System, Alberta"	1998094	358727	31213	0	0	0	2388034
2006	Primary Metal Manufacturing	Sherritt International Corporation	Fort Saskatchewan	272084	102	1097	0	0	0	273283
2006	Waste Treatment and Disposal	City of Calgary	East Calgary Landfill	12980	88300	0	0	0	0	101280
2006	Wood Product Manufacturing	Alberta-Pacific Forest Industries Inc. acting as a	Alberta-Pacific Forest Industries Inc. Pulp Mill	78653	2275	18657	0	0	0	99585
2006	Wood Product Manufacturing	Weyerhaeuser Company Limited	Grande Prairie Operations	72057	29258	9158	0	0	0	110473
2006	Wood Product Manufacturing	West Fraser Mills Ltd.	Hinton Pulp	127282	12714	11103	0	0	0	151099
2006	Wood Product Manufacturing	Daishowa-Marubeni International Ltd-Peace River Pu	Peace River Pulp Division	66970	13583	9768	0	0	0	90321
2005	Chemical Manufacturing	Alberta Envirofuels Inc.	Alberta Envirofuels Inc.	318721	1275	1907	0	0	0	321903
2005	Chemical Manufacturing	Cancarb Ltd.	Cancarb Ltd.	131681	1	2223	0	0	0	133905
2005	Chemical Manufacturing	Celanese Canada Inc.	Edmonton Facility	610202	621	2416	0	0	0	613238
2005	Chemical Manufacturing	MEGlobal Canada Inc.	FS1 EOEG	112992	1023	0	0	0	0	114016
2005	Chemical Manufacturing	Innovene Canada Partnership	Joffre LAO Plant	114450	91	567	0	0	0	115108
2005	Chemical Manufacturing	Joffre Petrochemical Plantsite	NOVA Chemicals Corporation (Joffre)	3032216	3745	13354	0	0	0	3049315
2005	Chemical Manufacturing	MEGlobal Canada Inc.	Prentiss Manufacturing Facility	384213	2140	253	0	0	0	386606
2005	Chemical Manufacturing	Shell Chemicals Canada Ltd	Scotford Chemical Plant	290110	54	1159	721	0	0	292044
2005	Chemical Manufacturing	Air Liquide Canada Inc.	Scotford Complex	330117	573	2444	0	0	0	333133
2005	Chemical Manufacturing	Dow Chemical Canada Inc.	Western Canada Operations	1595657	1699	2408	8008	0	0	1607772
2005	Coal Mining	TransAlta Corporation	Highvale Coal Mine	64369	144782	609	0	0	0	209760
2005	Conventional Oil and Gas Extraction	Nexen Inc.	Balzac Gas Processing Plant	230829	14136	1669	0	0	0	246634
2005	Conventional Oil and Gas Extraction	Imperial Oil Resources	Bonnie Glen Gas Plant	323520	37158	4470	0	0	0	365148
2005	Conventional Oil and Gas Extraction	Petro-Canada	Brazeau Gas Plant	140173	16999	2138	0	0	0	159311
2005	Conventional Oil and Gas Extraction	Keyera Energy	Brazeau GP	83472	7342	3470	0	0	0	94284
2005	Conventional Oil and Gas Extraction	Encana Corporation	Caribou North Compressor Station	84815	26298	10350	0	0	0	121463
2005	Conventional Oil and Gas Extraction	Bonavista Petroleum Ltd.	Carstairs - Crossfield Gas Plant	43237	1344	307	0	0	0	44887
2005	Conventional Oil and Gas Extraction	Inter Pipeline Extraction Ltd.	Cochrane Extraction Plant	356515	7376	3591	0	0	0	367482
2005	Conventional Oil and Gas Extraction	PrimeWest Energy Inc.	East Crossfield Gas Plant 9-14-28-1W5	184868	4490	1772	0	0	0	191130
2005	Conventional Oil and Gas Extraction	Talisman Energy Inc.	Edson Gas Plant	260389	14140	4291	0	0	0	278820
2005	Conventional Oil and Gas Extraction	ConocoPhillips Canada	Elmworth Gas Plant	163274	12382	1457	0	0	0	177113
2005	Conventional Oil and Gas Extraction	Duke Energy Empress LP	Empress Straddle Plant System	171156	3823	2652	0	0	0	177630
2005	Conventional Oil and Gas Extraction	BP Canada Energy Company	Fort Saskatchewan Storage & Fractionation	98323	467	365	0	0	0	99155
2005	Conventional Oil and Gas Extraction	Petro-Canada	Hanlan Robb Gas Plant	477469	20389	903	0	0	0	498761
2005	Conventional Oil and Gas Extraction	Taylor Processing Inc.	Harmattan Gas Processing Plant	237737	17731	2304	0	0	0	257771
2005	Conventional Oil and Gas Extraction	Pengrowth Corporation	Judy Creek Gas Conservation Plant (JCGCP)	120755	29749	5687	0	0	0	156190
2005	Conventional Oil and Gas Extraction	Pengrowth Corporation	Judy Creek Production Complex	84432	14221	4925	0	0	0	103578
2005	Conventional Oil and Gas Extraction	Central Alberta Midstream	KA 1-12 GP	197180	16477	1969	0	0	0	215626
2005	Conventional Oil and Gas Extraction	Central Alberta Midstream	K3 1-15 GP	436626	7743	1395	0	0	0	445764
2005	Conventional Oil and Gas Extraction	Duke Energy Field Services Canada	Nevis Gas Plant	120828	7320	226	0	0	0	128374
2005	Conventional Oil and Gas Extraction	Canadian Natural Resources Limited	Progress Gas Plant	55868	5587	238	0	0	0	61694
2005	Conventional Oil and Gas Extraction	Imperial Oil Resources	Quirk Creek Gas Plant	119190	15863	805	0	0	0	135857
2005	Conventional Oil and Gas Extraction	Husky Energy	Ram River	871590	8625	1794	0	0	0	882009
2005	Conventional Oil and Gas Extraction	Keyera Energy	Rimbey Gas Plant	235981	8662	3122	0	0	0	247765
2005	Conventional Oil and Gas Extraction	not applicable	Shell Burnt Timber Gas Plant	201089	82800	894	0	0	0	284783
2005	Conventional Oil and Gas Extraction	not applicable	Shell Caroline Complex	640344	97350	4172	0	0	0	741866
2005	Conventional Oil and Gas Extraction	not applicable	Shell Jumping Pound Gas Plant	243754	87825	2086	0	0	0	333665
2005	Conventional Oil and Gas Extraction	Keyera Energy	Strachan GP	247609	5325	2632	0	0	0	255566
2005	Conventional Oil and Gas Extraction	Devon Canada Corporation	Wapiti Gas Plant	126685	23958	1287	0	0	0	151930
2005	Conventional Oil and Gas Extraction	not applicable	Waterton Complex	484371	104800	5364	0	0	0	594535
2005	Conventional Oil and Gas Extraction	Central Alberta Midstream	Windfall 8-17 GP	145524	12853	2813	0	0	0	161190
2005	Conventional Oil and Gas Extraction	Petro-Canada	Wildcat Hills Gas Plant	140309	4651	2798	0	0	0	147759
2005	Conventional Oil and Gas Extraction	Apache Canada Ltd.	"Zama Gas Plant: 1, 2, 3"	90365	38055	1635	0	0	0	130055
2005	Electric Power Generation	ATCO Power	Battle River Generating Station	5285838	1279	22075	0	0	0	5309192
2005	Electric Power Generation	Calpine Canada Power Ltd.	Calpine Calgary Energy Centre	131385	253	1080	0	0	0	132719
2005	Electric Power Generation	TransCanada Energy Ltd.	"Carseland Power Plant, Alberta"	337940	1241	4014	0	0	0	343195
2005	Electric Power Generation	Encana Corporation	Cavalier Power Plant	118420	294	906	0	0	0	119620
2005	Electric Power Generation	City of Medicine Hat	"CITY OF MEDICINE HAT, ELECTRIC UTILITY - GENERATIO"	239235	4200	1848	0	0	0	245283
2005	Electric Power Generation	TransAlta Corporation	Fort Saskatchewan Generating Plant	330683	604	2500	0	0	0	333787
2005	Electric Power Generation	EPCOR Utilities Inc.	Genesee Thermal Generating Station	8873134	1810	71940	0	0	0	8946885
2005	Electric Power Generation	Milner Power Inc.	H.R. Milner Generating Station	914098	373	5059	0	0	0	919531
2005	Electric Power Generation	TransAlta Corporation	Keephills Generating Plant	6041060	1688	40192	0	0	0	6082940
2005	Electric Power Generation	ATCO Power	Rainbow Lake Cogeneration Power Plant (Units 4-5)	268549	525	2086	0	0	0	271160
2005	Electric Power Generation	ATCO Power	Rainbow Lake Generating Station (Units 1-3)	15231	25	119	0	0	0	15375
2005	Electric Power Generation	TransCanada Energy Ltd.	"Redwater Cogeneration Facility, Alberta"	173619	10539	2038	0	0	0	186197
2005	Electric Power Generation	ATCO Power	Sheerness Generating Station	5927674	1549	26570	0	0	0	5955792
2005	Electric Power Generation	TransAlta Corporation	Sundance Generating Plant	15790482	4518	107401	0	0	0	15902401
2005	Electric Power Generation	TransAlta Corporation	Wabamun Generating Plant	2174857	662	15753	0	0	0	2191272
2005	Electric Power Generation	ATCO Power	Poplar Hill Generating Station	17676	25	0	0	0	0	17701
2005	Electric Power Generation	ATCO Power	Sturgeon Generating Station (Units 1& 2)	1222	0	0	0	0	0	1222
2005	Electric Power Generation	ATCO Power	Valleyview Generating Station	4574	0	0	0	0	0	4574
2005	Fertilizer Manufacturing	Agrium Inc.	Agrium Redwater Fertilizer Operation	1054456	9500	16819	0	0	0	1080775
2005	Fertilizer Manufacturing	Canadian Fertilizers Limited	Canadian Fertilizers Limited	1431582	393	4476	0	0	0	1436451
2005	Fertilizer Manufacturing	Agrium	Carseland Nitrogen Operations	518970	184	1872	0	0	0	521025
2005	Fertilizer Manufacturing	Orica Canada Inc	Carseland Works	487	0	726375	0	0	0	726862
2005	Fertilizer Manufacturing	Agrum Inc.	Fort Saskatchewan Nitrogen Operation	496625	1759	1487	0	0	0	499872
2005	Natural Gas Distribution	ATCO Gas	Distribution System and Carbon Plant	29220	283662	1935	0	0	0	314817
2005	Non-Metallic Mineral Product Manufacturing	Graymont Western Canada Inc.	Exshaw	194114	31	306	0	0	0	194451
2005	Non-Metallic Mineral Product Manufacturing	Lafarge Canada Inc	Exshaw Cement Plant	1093870	3	24	0	0	0	1093897
2005	Non-Metallic Mineral Product Manufacturing	Lehigh Inland Cement Limited	Lehigh Inland Cement	939090	0	0	0	0	0	939090
2005	Oil Sands In Situ Extraction	Encana Corporation	Christina Lake SAGD Bitumen Battery	110052	366	167	0	0	0	110585
2005	Oil Sands In Situ Extraction	Imperial Oil Resources	Cold Lake	4100101	11960	17224	0	0	0	4129285
2005	Oil Sands In Situ Extraction	Encana Corporation	Foster Creek Cogeneration Facility	480244	1159	5331	0	0	0	486734
2005	Oil Sands In Situ Extraction	Encana Corporation	Foster Creek SAGD Bitumen Battery	261594	359	444	0	0	0	262397
2005	Oil Sands In Situ Extraction	Japan Canada Oil Sands Limited	Hangingstone SAGD Demonstration Facility	210955	388	18074	0	0	0	229416
2005	Oil Sands In Situ Extraction	TransCanada Energy Ltd.	"Mackay River Power Plant, Alberta"	703082	1437	8821	0	0	0	713340
2005	Oil Sands In Situ Extraction	Petro-Canada	"MacKay River, In-Situ Oil Sands Plant"	67770	759	355	0	0	0	68883
2005	Oil Sands In Situ Extraction	not applicable	Peace River Complex	365196	50800	5960	0	0	0	421956
2005	Oil Sands In Situ Extraction	Canadian Natural Resources Limited	Wolf Lake/Primrose Thermal Operation	1757767	63000	12553	0	0	0	1833320
2005	Oil Sands Mining and Upgrading	Syncrude Canada Ltd.	Mildred Lake and Aurora North Plant Sites	8753363	500509	105092	0	0	0	9358964
2005	Oil Sands Mining and Upgrading	ATCO Power	Muskeg River Cogeneration Power Plant	1277161	1600	6556	0	0	0	1285317
2005	Oil Sands Mining and Upgrading	Albian Sands Energy Inc.	Muskeg River Mine	192633	47365	13947	0	0	0	253945
2005	Oil Sands Mining and Upgrading	not applicable	Scotford Upgrader and Upgrader Cogeneration	1915546	5250	11622	0	0	0	1932418
2005	Oil Sands Mining and Upgrading	N/A	Suncor Energy Inc.  Oil Sands	7211688	476024	79700	0	0	0	7767412
2005	Petroleum and Coal Products Manufacturing	Petro-Canada	Edmonton Refinery	1519997	6827	7471	9	0	0	1534304
2005	Petroleum and Coal Products Manufacturing	Shell Canada Products	Shell Scotford Refinery	915363	200	2086	0	0	0	917649
2005	Petroleum and Coal Products Manufacturing	Imperial Oil Limited	Strathcona Refinery	1521770	2851	9262	19	0	0	1533902
2005	Petroleum and Coal Products Manufacturing	Alcan Primary Metal-British Columbia	Alcan Inc - Strathcona works	101218	1	5	0	0	0	101223
2005	Pipeline Transportation	Foothills Pipe Lines Ltd.	"Foothills Pipeline System, Alberta"	325019	13142	4315	0	0	0	342476
2005	Pipeline Transportation	Alliance Pipeline Ltd.	Alberta Pipeline System	533218	43188	3731	0	0	0	580137
2005	Pipeline Transportation	ATCO Pipelines	ATCO Pipelines	10707	174594	5313	0	0	0	190613
2005	Pipeline Transportation	Nova Gas Transmission Ltd.	"TransCanada Pipeline System, Alberta"	1807330	531716	27574	0	0	0	2366620
2005	Primary Metal Manufacturing	Sherritt International Corporation	Fort Saskatchewan	277767	100	1079	0	0	0	278946
2005	Waste Treatment and Disposal	City of Calgary	East Calgary Landfill	12677	87475	0	0	0	0	100152
2005	Waste Treatment and Disposal	Waste Management of Canada Corporation	West Edmonton Landfill	0	331450	0	0	0	0	331450
2005	Wood Product Manufacturing	Alberta-Pacific Forest Industries Inc.	Alberta-Pacific Forest Industries Inc. Pulp Mill	78788	2208	18019	0	0	0	99015
2005	Wood Product Manufacturing	Weyerhaeuser Company	Grande Prairie Operations	91532	35975	10132	0	0	0	137639
2005	Wood Product Manufacturing	West Fraser Mills Ltd.	Hinton Pulp	136408	1539	10447	0	0	0	148393
2005	Wood Product Manufacturing	Daishowa-Marubeni International Ltd-Peace River Pu	Peace River Pulp Division	62300	11740	10625	0	0	0	84665
2004	Chemical Manufacturing	Alberta Envirofuels Inc.	Alberta Envirofuels Inc.	345246	1275	2026	0	0	0	348547
2004	Chemical Manufacturing	Cancarb Ltd.	Cancarb Ltd.	127003	0	2214	0	0	0	129217
2004	Chemical Manufacturing	Celanese Canada Inc.	Edmonton Facility	683673	618	2371	0	0	0	686662
2004	Chemical Manufacturing	MEGlobal Canada Inc.	FS1 EOEG	101187	3629	0	0	0	0	104816
2004	Chemical Manufacturing	BP Canada Chemical Compny	Joffre LAO Plant	108901	91	566	0	0	0	109558
2004	Chemical Manufacturing	Joffre Petrochemical Plantsite	NOVA Chemicals Corporation (Joffre)	3174618	4552	16198	0	0	0	3195369
2004	Chemical Manufacturing	MEGlobal Canada Inc.	Prentiss Manufacturing Facility	372701	1667	226	0	0	0	374594
2004	Chemical Manufacturing	Shell Chemicals Canada Ltd	Scotford Chemical Plant	277853	154	1268	1115	0	0	280390
2004	Chemical Manufacturing	Air Liquide Canada Inc.	Scotford Complex	360866	623	2787	0	0	0	364276
2004	Chemical Manufacturing	Dow Chemical Canada Inc.	Western Canada Operations	1426222	1641	2179	4576	0	0	1434618
2004	Coal Mining	TransAlta Corporation	Highvale Coal Mine	55287	153858	529	0	0	0	209674
2004	Conventional Oil and Gas Extraction	Nexen Inc.	Balzac Gas Processing Plant	252280	15153	1788	0	0	0	269221
2004	Conventional Oil and Gas Extraction	Imperial Oil Resources	Bonnie Glen Gas Plant	323500	37500	5066	0	0	0	366066
2004	Conventional Oil and Gas Extraction	Petro-Canada	Brazeau Gas Plant	133039	16163	2004	0	0	0	151206
2004	Conventional Oil and Gas Extraction	Keyera Energy	Brazeau GP	88517	11150	3606	0	0	0	103273
2004	Conventional Oil and Gas Extraction	Encana Corporation	Caribou North Compressor Station	96587	28277	11786	0	0	0	136651
2004	Conventional Oil and Gas Extraction	Bonavista Petroleum Ltd.	Carstairs - Crossfield Gas Plant	108548	1472	444	0	0	0	110464
2004	Conventional Oil and Gas Extraction	Inter Pipeline Extraction Ltd.	Cochrane Extraction Plant	387233	7467	4136	0	0	0	398837
2004	Conventional Oil and Gas Extraction	PrimeWest Energy Inc.	East Crossfield Gas Plant 9-14-28-1W5	180739	4290	1930	0	0	0	186959
2004	Conventional Oil and Gas Extraction	Talisman Energy Inc.	Edson Gas Plant	265845	9663	4106	0	0	0	279615
2004	Conventional Oil and Gas Extraction	Burlington Resources Canada Ltd.	Elmworth Sweet GP	142308	11509	3478	0	0	0	157295
2004	Conventional Oil and Gas Extraction	BP Canada Energy Company	Empress Gas Plant	66856	20528	370	0	0	0	87753
2004	Conventional Oil and Gas Extraction	ConocoPhillips Canada	Empress Straddle Gas Plant	362045	5247	3737	0	0	0	371029
2004	Conventional Oil and Gas Extraction	BP Canada Energy Company	Fort Saskatchewan Storage & Fractionation	106844	151	1213	0	0	0	108208
2004	Conventional Oil and Gas Extraction	Petro-Canada	Hanlan Robb Gas Plant	456871	20175	894	0	0	0	477940
2004	Conventional Oil and Gas Extraction	SOLEX Gas Processing Corp.	Harmattan Gas Processing Plant	262408	24495	2995	0	0	0	289898
2004	Conventional Oil and Gas Extraction	Canadian Natural Resources Limited	Hays Gas Plant	93188	5553	2559	0	0	0	101300
2004	Conventional Oil and Gas Extraction	Pengrowth Corporation	Judy Creek Gas Conservation Plant (JCGCP)	125543	26911	5136	0	0	0	157590
2004	Conventional Oil and Gas Extraction	Pengrowth Corporation	Judy Creek Production Complex	77780	12605	3904	0	0	0	94288
2004	Conventional Oil and Gas Extraction	Canadian Natural Resources Limited	Karr Gas Plant/Gathering System	74833	10509	2220	0	0	0	87562
2004	Conventional Oil and Gas Extraction	Central Alberta Midstream	Kaybob Amalgamated Facility	221493	15908	6914	0	0	0	244315
2004	Conventional Oil and Gas Extraction	Central Alberta Midstream	Kaybob South #3 Gas Plant	409554	9392	1973	0	0	0	420918
2004	Conventional Oil and Gas Extraction	Duke Energy Field Services Canada	Nevis Gas Plant	127016	14459	6656	0	0	0	148130
2004	Conventional Oil and Gas Extraction	Canadian Natural Resources Limited	Progress Gas Plant	45956	6098	536	0	0	0	52589
2004	Conventional Oil and Gas Extraction	Imperial Oil Resources	Quirk Creek Gas Plant	115000	12500	1192	0	0	0	128692
2004	Conventional Oil and Gas Extraction	Husky Oil Operations Limited	Ram River	863117	5778	1729	0	0	0	870623
2004	Conventional Oil and Gas Extraction	Keyera Energy	Rimbey Gas Plant	240363	7100	3308	0	0	0	250771
2004	Conventional Oil and Gas Extraction	not applicable	Shell Burnt Timber Gas Plant	202718	70925	894	0	0	0	274537
